Ticker,Ann Return,Ann Vol,Sharpe,Sortino
NVDA,2.4893376343149023,0.5048754705699016,2.481435324335388,5.124278552629785
QQQ,0.42473037178853135,0.17940179107872767,1.9745138314977475,3.44475177371503
TSLA,1.2922846078202466,0.5830655320138728,1.42508140053445,2.7177143340165566
